Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,X.Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,pillName
23465,162.4391,13.6766,167,115,194,192.0475,96.0423,191.4474,95.4858,578.4407,91,19,202,154,196.4657,152.0702,179.5739,0.8813,202.2993,3811633,166,-2.2327,4.8498,100,3811633,91,91,176.883,154,1.2919,0.774,0.9896,00172-5413-46_PART_1_OF_1_CHAL10_SB_E923F4AF.jpg
23108,163.4429,13.341,167,114,197,192.0878,96.0042,192.3934,95.9407,574.1981,91,20,201,152,195.549,150.4586,179.1646,0.8807,201.2486,3776838,166,-2.5523,6.2857,100,3776838,91,95,177.1518,152,1.2997,0.7694,0.9897,00172-5413-46_PART_1_OF_1_CHAL10_SF_5E2DAF0D.jpg
23430,162.8841,13.7166,167,116,200,191.9498,95.9621,191.3655,95.2366,579.0265,91,19,202,154,196.6157,151.7275,179.5413,0.8782,202.4846,3816374,166,-2.2,4.8974,100,3816374,91,89,176.0353,154,1.2958,0.7717,0.989,00172-5413-46_PART_1_OF_1_CHAL10_SF_E923F4AF.jpg
15432,155.1406,14.4758,118,98,200,191.9706,95.8445,192.998,95.0538,462.7595,122,26,140,140,140.6631,139.6857,176.3334,0.9056,142.0563,2394129,157,-1.114,1.5252,100,2394129,135,53,144.7436,140,1.007,0.9931,0.9877,00172-5728-60_PART_1_OF_1_CHAL10_SB_5821AC5D.jpg
15703,153.4896,14.8846,118,98,196,191.9052,95.969,193.5872,95.7782,466.6589,121,25,142,142,141.6452,141.1533,8.2387,0.9061,142.8881,2410247,153,-0.6616,0.9705,100,2410247,129,62,150.2054,141.4214,1.0035,0.9965,0.9878,00172-5728-60_PART_1_OF_1_CHAL10_SB_9E27CF4E.jpg
15445,154.7676,14.8511,118,85,200,191.8912,95.9001,190.5991,95.2189,463.5879,122,26,141,140,140.7227,139.7442,2.9311,0.9031,142.3587,2390385,156,-0.9673,1.4297,100,2390385,132,134,31.7921,140,1.007,0.993,0.9874,00172-5728-60_PART_1_OF_1_CHAL10_SF_5821AC5D.jpg
15673,147.8418,11.7966,118,82,188,191.7046,96.0349,191.2793,95.6922,467.8305,121,25,142,142,141.4594,141.0686,4.2103,0.8999,142.8881,2317124,149,-1.2405,2.0169,100,2317124,130,132,29.7946,141.7773,1.0028,0.9972,0.9868,00172-5728-60_PART_1_OF_1_CHAL10_SF_9E27CF4E.jpg
15806,107.5519,13.9561,118,58,179,191.879,95.9086,194.4255,95.6651,468.4163,121,25,142,142,141.9673,141.7568,33.8086,0.9052,143.2201,1699965,105,0.8527,0.9881,100,1699965,150,154,54.0903,142,1.0015,0.9985,0.9879,00172-5729-60_PART_1_OF_1_CHAL10_SB_092804E0.jpg
15648,109.1079,10.3306,118,72,156,192.0297,95.8536,191.2474,95.7597,466.6589,121,25,142,142,141.1999,141.1025,149.5902,0.903,142.3938,1707320,107,0.6562,0.5891,100,1707320,178,26,100.5208,141.4214,1.0007,0.9993,0.987,00172-5729-60_PART_1_OF_1_CHAL10_SF_092804E0.jpg
24100,146.5514,12.3593,118,105,194,191.6459,95.6063,191.3932,95.4404,639.262,66,42,251,107,265.2121,115.7001,0.1928,0.7411,251.6446,3531888,147,-0.4373,0.9001,100,3531888,66,103,4.1018,107,2.2922,0.4363,0.9918,00172-6359-60_PART_1_OF_1_CHAL10_SB_CB2D658B.jpg
23954,146.4215,12.4367,118,103,186,191.9034,96.0112,191.5867,95.7829,640.5757,66,42,251,108,264.7071,115.2186,179.9992,0.7336,251.3364,3507381,147,-0.4272,0.7165,100,3507381,66,100,2.9649,108,2.2974,0.4353,0.988,00172-6359-60_PART_1_OF_1_CHAL10_SF_CB2D658B.jpg
20878,146.3645,12.4377,157,108,170,191.948,96.2257,192.6298,96.3659,568.4163,86,35,212,122,215.0657,123.6027,179.6962,0.812,212.3605,3055799,151,-1.1207,0.2226,100,3055799,86,86,173.5108,122,1.74,0.5747,0.9891,00172-7310-46_PART_1_OF_1_CHAL10_SB_9B2BCDEE.jpg
20992,143.0654,22.1763,118,20,171,192.0343,96.2744,192.8265,96.4727,569.5879,86,35,212,122,215.7077,123.9077,0.3025,0.8131,212.1155,3003229,151,-2.7645,8.7245,100,3003229,86,97,178.1088,122,1.7409,0.5744,0.9891,00172-7310-46_PART_1_OF_1_CHAL10_SF_9B2BCDEE.jpg
39959,106.5368,6.6562,108,59,131,192.747,94.1081,193.6884,94.4237,849.3452,22,30,340,132,360.3168,141.2018,0.0767,0.6961,340.7771,4257105,107,-0.5406,0.3392,100,4257105,22,81,176.13,132,2.5518,0.3919,0.993,00172-7311-46_PART_1_OF_1_CHAL10_SB_922BC96E.jpg
37214,100.8401,20.0819,118,7,139,192.4438,95.6879,193.9585,95.9022,835.4874,21,33,342,126,357.4536,132.5552,0.4446,0.6699,342.3288,3752662,106,-2.5548,6.2746,100,3752662,21,90,177.4886,126,2.6966,0.3708,0.9909,00172-7311-46_PART_1_OF_1_CHAL10_SF_922BC96E.jpg
55226,122.4326,11.0977,130,49,165,192.2615,95.8306,193.2773,96.5672,981.3869,2,14,380,164,405.8221,173.2678,0.1485,0.7206,387.3306,6761462,127,-1.2106,0.9721,100,6761462,2,131,11.1649,164,2.3422,0.427,0.9943,00172-7312-46_PART_1_OF_1_CHAL10_SB_972BCBDE.jpg
54383,117.6077,22.6034,131,11,139,191.2272,96.3976,191.5019,96.3227,988.132,2,17,380,158,412.6803,167.7875,179.5209,0.6999,390.0564,6395858,125,-2.6956,7.4081,100,6395858,2,51,166.9613,157.9853,2.4595,0.4066,0.993,00172-7312-46_PART_1_OF_1_CHAL10_SF_972BCBDE.jpg
25803,104.077,14.268,118,16,183,191.7899,95.9326,194.45,95.3971,600.2986,101,5,182,182,181.3371,181.1731,87.1024,0.8998,183.0874,2685500,102,0.5586,1.086,100,2685500,149,177,60.915,181.7264,1.0009,0.9991,0.989,00173-0135-55_PART_1_OF_1_CHAL10_SB_E718F397.jpg
25616,96.6909,21.9398,118,2,162,191.9181,95.8953,190.7545,96.0081,596.8843,101,5,181,181,180.7962,180.3982,92.065,0.9035,182.3623,2476834,98,-1.6581,4.1048,100,2476834,161,10,111.218,181,1.0022,0.9978,0.9894,00173-0135-55_PART_1_OF_1_CHAL10_SF_E718F397.jpg
29773,66.3817,17.0006,58,27,190,192.1437,95.9966,195.4683,95.1911,640.2986,94,2,196,188,196.6156,192.8035,1.0918,0.9126,197.2004,1976381,62,1.863,3.488,100,1976381,113,155,36.7537,188,1.0198,0.9806,0.992,00173-0178-55_PART_1_OF_1_CHAL10_SB_AF18D7A6.jpg
29634,64.5825,16.4081,57,24,154,191.8243,96.0029,189.4467,95.2357,639.127,94,2,196,188,195.8268,192.6763,178.9163,0.9116,196.4917,1913838,60,1.9919,4.1347,100,1913838,144,10,118.913,188,1.0164,0.9839,0.9917,00173-0178-55_PART_1_OF_1_CHAL10_SF_AF18D7A6.jpg
25685,104.6299,13.5343,118,37,175,191.969,95.8441,193.7907,95.1862,598.2986,101,5,182,181,180.9893,180.6912,80.2786,0.9017,182.4966,2687418,103,0.4328,0.8105,100,2687418,106,127,19.5271,181,1.0016,0.9984,0.9893,00173-0556-02_PART_1_OF_1_CHAL10_SB_251912B8.jpg
25589,96.3063,22.1265,118,3,212,192.1003,95.716,190.7776,95.2955,597.127,101,5,182,181,180.7323,180.2717,109.9207,0.9018,182.1757,2464381,98,-1.7907,4.5018,100,2464381,101,91,177.4831,180.3122,1.0026,0.9975,0.9893,00173-0556-02_PART_1_OF_1_CHAL10_SF_251912B8.jpg
21514,170.5872,16.8267,179,112,198,192.3296,102.1158,192.2836,101.5389,581.4874,83,34,218,124,217.0293,126.2156,179.835,0.7996,218.2292,3670014,177,-2.2697,4.3155,100,3670014,83,114,177.3736,124,1.7195,0.5816,0.9893,00173-0561-00_PART_1_OF_1_CHAL10_SB_97194BBA.jpg
21373,170.4902,16.8748,178,110,201,191.9819,101.969,191.9858,101.7085,580.3158,83,34,218,124,216.9165,125.4536,0.3574,0.7975,218.2292,3643887,176,-2.2996,4.4067,100,3643887,83,123,2.6264,124,1.7291,0.5783,0.9883,00173-0561-00_PART_1_OF_1_CHAL10_SF_97194BBA.jpg
21453,147.202,10.4137,151,100,173,192.206,102.1277,192.746,102.025,583.9727,83,34,218,124,216.7408,126.0252,179.8294,0.7905,218.33,3157925,150,-1.9987,3.5268,100,3157925,83,112,176.8493,124,1.7198,0.5815,0.9857,00173-0562-00_PART_1_OF_1_CHAL10_SB_A01C5002.jpg
21294,148.001,11.3693,152,84,178,192.0201,102.1265,192.4833,101.8373,579.9727,83,34,218,124,216.3623,125.31,0.2345,0.7955,218.2773,3151534,151,-1.8515,2.94,100,3151534,83,124,2.8886,124,1.7266,0.5792,0.9859,00173-0562-00_PART_1_OF_1_CHAL10_SF_A01C5002.jpg
53276,68.0135,16.1322,118,20,178,191.8796,95.9158,192.7906,95.2702,959.9138,3,15,378,162,397.4768,170.6593,179.9898,0.7266,378.6397,3623488,64,1.5887,2.7143,100,3623488,3,84,176.6691,162,2.3291,0.4294,0.9926,00173-0565-04_PART_1_OF_1_CHAL10_SB_461DA30D.jpg
53153,70.1138,20.5588,118,30,189,191.9746,95.8678,192.3146,95.219,958.7422,3,15,378,162,396.953,170.49,179.9555,0.7267,378.4283,3726760,64,1.7506,2.9759,100,3726760,3,86,177.2737,162,2.3283,0.4295,0.9925,00173-0565-04_PART_1_OF_1_CHAL10_SF_461DA30D.jpg
30720,165.5698,15.2951,170,117,199,192.1015,95.8776,192.2285,95.2209,727.2031,49,35,286,122,301.9355,129.5439,179.9141,0.73,286.6304,5086305,168,-1.749,3.6293,100,5086305,49,87,176.1992,122,2.3308,0.429,0.9901,00173-0595-00_PART_1_OF_1_CHAL10_SB_10230838.jpg
30901,164.9359,15.7096,169,117,198,192.0852,95.9164,192.116,95.0511,728.132,49,35,286,122,302.3994,130.1073,0.0431,0.7324,286.8449,5096684,168,-1.5747,2.7946,100,5096684,49,107,4.3987,122,2.3242,0.4302,0.991,00173-0595-00_PART_1_OF_1_CHAL10_SF_10230838.jpg
16668,135.034,27.5599,118,66,202,191.8193,95.8981,193.9803,95.5735,480.9016,119,23,146,146,145.7483,145.6097,83.4254,0.9057,147.4924,2250746,123,1.0432,-0.1522,100,2250746,176,168,79.4519,145.664,1.001,0.999,0.9872,00173-0755-00_PART_1_OF_1_CHAL10_SB_BC15DE0E.jpg
16651,119.3903,36.0348,118,5,193,192.1567,95.8498,191.1015,95.6086,485.8305,119,23,147,146,145.8575,145.3522,123.5636,0.8865,147.7193,1987968,117,-0.2403,0.538,100,1987968,166,165,70.2157,145.664,1.0035,0.9965,0.9834,00173-0755-00_PART_1_OF_1_CHAL10_SF_BC15DE0E.jpg
17259,128.8444,23.7226,118,69,191,191.8352,95.896,192.522,95.6095,488.9016,118,22,148,148,148.3285,148.1498,152.9695,0.9074,149.9667,2223726,120,1.0828,0.038,100,2223726,156,30,119.1288,148,1.0012,0.9988,0.9881,00173-0758-60_PART_1_OF_2_CHAL10_SB_E019704B.jpg
17331,124.251,31.7574,118,11,190,191.8692,96.3519,189.6032,95.9689,489.9727,117,22,150,148,149.5768,147.5263,154.9653,0.9072,151.0033,2153394,118,0.0206,0.3781,100,2153394,122,68,157.0007,147.7853,1.0139,0.9863,0.9882,00173-0758-60_PART_1_OF_2_CHAL10_SF_E019704B.jpg
17269,126.3879,25.9938,118,68,190,191.7071,95.8339,192.9784,95.2155,492.3158,117,21,149,149,148.4834,148.0811,100.6708,0.8953,150.0833,2182593,118,1.0881,-0.0433,100,2182593,144,38,128.7791,148.8544,1.0027,0.9973,0.9854,00173-0759-60_PART_2_OF_3_CHAL10_SB_F219797B.jpg
17214,119.9153,35.0918,118,17,190,192.228,95.8502,190.0102,95.5235,492.5584,117,21,150,149,148.7028,147.3916,148.7123,0.8916,150.4792,2064222,116,-0.0793,0.2917,100,2064222,117,93,175.4261,147.6785,1.0089,0.9912,0.9841,00173-0759-60_PART_2_OF_3_CHAL10_SF_F219797B.jpg
17398,125.8478,25.3598,118,67,193,191.758,96.0185,192.9022,95.3865,493.1442,117,21,149,150,148.9704,148.6995,31.7131,0.899,150.3729,2189500,118,1.066,-0.0594,100,2189500,119,115,13.8514,149,1.0018,0.9982,0.9868,00173-0760-60_PART_1_OF_3_CHAL10_SB_FB197DCB.jpg
17306,122.9185,31.854,118,6,191,191.7597,95.9674,189.2858,95.7381,491.1442,117,22,150,148,149.5593,147.3307,170.1413,0.9015,150.6586,2127228,118,0.1243,0.2688,100,2127228,119,77,167.3474,148,1.0151,0.9851,0.9874,00173-0760-60_PART_1_OF_3_CHAL10_SF_FB197DCB.jpg
19915,131.3199,10.9358,118,70,189,191.8947,96.0165,193.4533,95.5338,526.9432,112,16,160,160,159.4166,159.0585,7.3038,0.9013,160.7047,2615236,131,0.4003,3.0306,100,2615236,116,122,20.0136,159.8061,1.0023,0.9978,0.9881,00173-0785-01_PART_1_OF_1_CHAL10_SB_AC18D656.jpg
19703,125.5894,16.9672,118,40,192,191.7429,96.0496,190.5858,95.7172,523.529,112,17,160,158,158.6745,158.1012,175.6258,0.9034,160.1999,2474488,127,-1.9149,6.2468,100,2474488,112,101,2.8624,158,1.0036,0.9964,0.9883,00173-0785-01_PART_1_OF_1_CHAL10_SF_AC18D656.jpg
33274,73.2134,16.5454,118,31,154,191.9927,95.8341,191.6482,95.1139,760.132,42,34,300,123,318.4035,133.0569,0.0468,0.7237,300.8804,2436104,69,1.3651,1.5192,100,2436104,42,108,4.3841,123,2.393,0.4179,0.992,00173-0933-08_PART_1_OF_1_CHAL10_SB_2E1D970C.jpg
33216,78.7414,22.567,118,38,181,192.0844,95.9827,191.8649,95.4584,758.9605,41,35,302,122,318.4681,132.798,0.0211,0.7246,302.0414,2615473,71,1.3749,1.2742,100,2615473,41,94,179.0515,122,2.3981,0.417,0.9935,00173-0933-08_PART_1_OF_1_CHAL10_SF_2E1D970C.jpg
26881,186.5355,19.0735,192,116,231,191.3828,91.2875,192.3703,91.148,620.8011,104,2,176,188,192.2506,178.0278,89.2709,0.8765,194.8256,5014262,190,-2.5683,7.1915,100,5014262,115,25,138.5374,176,1.0799,0.926,0.99,00173-0949-55_PART_1_OF_1_CHAL10_SB_3219995C.jpg
26800,180.614,17.615,184,117,224,191.6111,91.1375,191.1808,90.9433,619.6295,104,2,176,188,192.0341,177.6915,89.4759,0.8772,194.6176,4840455,184,-2.4298,6.9852,100,4840455,122,154,39.5794,175.8023,1.0807,0.9253,0.99,00173-0949-55_PART_1_OF_1_CHAL10_SF_3219995C.jpg
51177,150.7688,13.9811,118,97,196,191.9014,96.281,191.881,95.3789,905.2691,24,4,336,184,348.3276,187.0669,179.6678,0.7847,336.3807,7715894,152,-0.5103,0.2838,100,7715894,24,93,177.2737,184,1.862,0.537,0.9915,00178-0615-01_PART_1_OF_1_CHAL10_SB_581DAC0D.jpg
50472,149.1244,13.1609,118,101,204,191.8126,95.8804,191.9576,96.1729,900.4407,24,5,335,182,347.422,184.9709,179.8607,0.7823,335.4311,7526605,150,-0.3266,0.5153,100,7526605,24,90,177.0949,182,1.8783,0.5324,0.9916,00178-0615-01_PART_1_OF_1_CHAL10_SF_581DAC0D.jpg
13825,109.3557,21.0483,118,55,190,192.1166,96.0351,197.4114,95.4042,437.6884,125,30,134,132,133.3036,132.0484,2.2535,0.9069,134.6588,1511842,109,0.3194,-0.2227,100,1511842,130,122,25.0426,132,1.0095,0.9906,0.9867,00185-0048-01_PART_1_OF_1_CHAL10_SB_94234A0A.jpg
13787,98.8516,15.5071,118,54,180,191.8938,95.96,194.8903,95.0385,436.86,125,30,133,132,132.6097,132.3746,175.6055,0.9078,133.9888,1362867,96,0.559,-0.0195,100,1362867,135,131,32.504,132,1.0018,0.9982,0.9873,00185-0048-01_PART_1_OF_1_CHAL10_SF_94234A0A.jpg
13948,109.6797,8.5822,118,80,168,191.8995,96.1009,192.8116,95.5522,440.5168,125,29,134,134,133.5437,132.9838,10.7583,0.9032,134.7294,1529812,108,0.7865,1.5747,100,1529812,125,104,5.9645,133.6432,1.0042,0.9958,0.9866,00185-0053-01_PART_1_OF_1_CHAL10_SB_9D234E8A.jpg
14005,110.0387,9.9539,118,74,175,192.0387,95.9777,190.4405,95.451,441.6884,125,29,134,134,133.6016,133.4694,174.9006,0.9021,134.8369,1541092,108,0.7213,1.2074,100,1541092,125,103,6.3871,134,1.001,0.999,0.9871,00185-0053-01_PART_1_OF_1_CHAL10_SF_9D234E8A.jpg
22934,173.6645,18.1718,118,105,224,192.0771,96.1042,193.3869,95.7548,564.4996,106,11,172,170,171.9548,169.8148,177.9999,0.9044,173.0116,3982822,176,-1.8396,3.5964,100,3982822,110,124,19.587,170,1.0126,0.9876,0.9896,00185-0117-01_PART_1_OF_1_CHAL10_SB_D520EAA7.jpg
22908,179.9982,19.5633,118,114,224,191.7328,95.8543,190.2336,95.6691,564.4996,106,11,172,170,171.4389,170.1327,178.2399,0.9034,172.5399,4123399,183,-1.9273,4.0595,100,4123399,113,61,157.1502,170,1.0077,0.9924,0.9894,00185-0117-01_PART_1_OF_1_CHAL10_SF_D520EAA7.jpg
17345,171.4518,18.4051,179,114,203,192.0174,96.0871,192.0566,95.5892,534.7767,89,47,206,98,215.7101,102.3797,179.9297,0.7621,206.7849,2973832,177,-2.0444,3.3829,100,2973832,89,87,175.0063,98,2.107,0.4746,0.9887,00185-0124-01_PART_1_OF_1_CHAL10_SB_AA23551A.jpg
17329,172.2822,18.2087,179,117,204,191.9213,96.0076,192.1084,95.572,534.7767,89,47,206,98,215.714,102.2834,179.8333,0.7614,206.7849,2985479,178,-2.1662,3.914,100,2985479,89,87,175.0063,98,2.109,0.4742,0.9883,00185-0124-01_PART_1_OF_1_CHAL10_SF_AA23551A.jpg
11010,161.511,16.7229,118,108,200,191.9709,96.0688,192.5379,95.9767,390.2325,132,37,119,118,118.9267,117.874,4.3604,0.9086,120.2082,1778236,167,-1.5896,1.868,100,1778236,135,77,163.0725,118,1.0089,0.9911,0.986,00185-0149-01_PART_1_OF_1_CHAL10_SB_7608BB65.jpg
11016,157.3118,16.0088,118,107,204,191.7333,96.0655,190.9352,95.991,390.8183,132,37,119,118,118.8281,118.0361,177.2208,0.9063,120.1083,1732947,162,-1.1594,1.2773,100,1732947,141,64,147.2361,118,1.0067,0.9933,0.9855,00185-0149-01_PART_1_OF_1_CHAL10_SF_7608BB65.jpg
13952,129.1878,15.2156,118,94,206,191.9341,95.8586,194.9442,95.2172,441.1026,125,29,134,134,133.4834,133.082,17.9197,0.9011,135.0037,1802428,125,1.1995,1.3069,100,1802428,130,122,22.1955,133.6432,1.003,0.997,0.9861,00185-0505-01_PART_1_OF_1_CHAL10_SB_A623530A.jpg
13883,123.2522,9.4301,118,94,193,191.8033,95.8893,192.786,95.2518,438.5168,125,29,133,134,133.0829,132.8223,76.452,0.9072,134.4619,1711110,121,1.4097,2.8655,100,1711110,156,39,120.3791,132.9361,1.002,0.998,0.9874,00185-0505-01_PART_1_OF_1_CHAL10_SF_A623530A.jpg
38146,131.3255,10.9782,133,74,174,192.061,96.0262,192.2368,95.1257,779.328,45,18,294,156,303.1925,160.1919,0.1684,0.7893,294.6795,5009541,132,-0.6735,2.7512,100,5009541,45,106,3.8917,156,1.8927,0.5284,0.9917,00186-0520-60_PART_1_OF_1_CHAL10_SB_C41DE20F.jpg
38214,126.6928,23.1233,118,7,184,191.8553,95.7097,191.9922,95.385,779.5706,45,17,294,157,302.8083,160.6811,0.0319,0.7902,294.6795,4841438,131,-2.9275,10.036,100,4841438,45,85,176.1083,157,1.8845,0.5306,0.9915,00186-0520-60_PART_1_OF_1_CHAL10_SF_C41DE20F.jpg
12708,169.2476,17.8403,174,108,212,191.8965,95.9253,192.2505,95.9689,451.262,107,49,170,94,173.5813,93.2147,179.4102,0.7842,170.8479,2150798,174,-2.1948,3.6764,100,2150798,107,87,174.2894,94,1.8622,0.537,0.9853,00186-1088-05_PART_1_OF_1_CHAL10_SB_A61C5302.jpg
12760,169.4763,17.9244,174,112,206,191.8381,95.9132,192.3337,95.9877,452.0904,106,49,171,94,173.6966,93.534,179.8486,0.7845,171.3534,2162518,174,-2.1479,3.6079,100,2162518,106,93,176.3194,94,1.857,0.5385,0.9853,00186-1088-05_PART_1_OF_1_CHAL10_SF_A61C5302.jpg
17889,171.9098,17.3871,174,103,220,192.1336,96.052,192.9163,95.9221,499.1442,116,21,152,150,151.4952,150.3479,178.8503,0.9023,152.8463,3075295,175,-2.055,4.4237,100,3075295,122,66,157.2936,150,1.0076,0.9924,0.9882,00186-1090-05_PART_1_OF_1_CHAL10_SB_0D1D86EC.jpg
17840,172.8195,17.9537,118,100,217,191.5845,96.2368,190.5494,96.267,497.9727,116,21,152,150,151.3747,150.0554,178.6691,0.9041,153.1013,3083099,176,-1.967,4.0334,100,3083099,120,70,160.1448,150,1.0088,0.9913,0.9875,00186-1090-05_PART_1_OF_1_CHAL10_SF_0D1D86EC.jpg
21916,172.7481,17.2143,174,117,222,192.1134,95.8969,193.1112,95.6902,552.0143,108,13,168,166,167.796,166.2991,178.789,0.9038,168.9615,3785948,175,-1.937,4.3848,100,3785948,111,72,163.4956,166,1.009,0.9911,0.9894,00186-1092-05_PART_1_OF_1_CHAL10_SB_191D8CEC.jpg
21864,172.3735,16.8813,174,105,215,191.7547,95.9859,190.7718,96.021,552.0143,108,13,168,166,167.5279,166.1699,174.4937,0.9017,168.8846,3768774,175,-2.0519,4.7543,100,3768774,127,42,139.8035,166,1.0082,0.9919,0.9889,00186-1092-05_PART_1_OF_1_CHAL10_SF_191D8CEC.jpg
22526,78.495,16.1985,118,39,119,190.7938,95.8815,192.9928,96.5549,639.1198,63,47,257,98,273.5325,104.8541,0.0573,0.693,257.4374,1768178,77,0.8001,0.6758,100,1768178,63,101,3.3403,98,2.6087,0.3833,0.9864,00186-5040-31_PART_1_OF_1_CHAL10_SB_FE1D7F6B.jpg
22463,83.2635,15.8983,118,46,124,190.5823,95.9387,192.6953,95.7215,641.1198,63,47,258,98,274.9388,104.026,0.056,0.6868,258.5595,1870347,81,0.4982,-0.1586,100,1870347,63,105,3.7699,98,2.643,0.3784,0.9825,00186-5040-31_PART_1_OF_1_CHAL10_SF_FE1D7F6B.jpg
43502,128.0488,20.8245,118,66,171,190.5031,96.1779,191.1743,96.9201,923.931,2,32,380,128,406.1947,136.3594,0.1002,0.6404,380.1316,5570378,132,-0.7332,-0.0321,100,5570378,2,101,1.5074,128,2.9789,0.3357,0.9855,00187-0844-01_PART_1_OF_1_CHAL10_SB_AF1C5782.jpg
43283,127.8516,22.1598,118,57,182,190.419,95.7959,189.8071,97.0179,927.4874,2,32,380,128,406.0101,135.7346,0.0181,0.6323,380.0842,5533800,132,-0.7398,0.2968,100,5533800,2,91,178.794,128,2.9912,0.3343,0.9833,00187-0844-01_PART_1_OF_1_CHAL10_SF_AF1C5782.jpg
6910,136.1819,14.9093,118,72,192,192.0783,95.8111,192.5793,95.1337,309.2203,145,49,94,94,93.9698,93.6267,163.634,0.9081,95.1315,941017,137,0.0561,0.6955,100,941017,153,123,33.8571,94,1.0037,0.9963,0.9834,00228-2127-10_PART_1_OF_1_CHAL10_SB_5321A9ED.jpg
6895,138.2075,14.4932,118,95,194,192.0051,95.8427,191.3754,95.3357,309.8061,145,49,94,94,93.733,93.6595,28.5187,0.9027,95.0789,952941,139,0.2069,-0.1613,100,952941,146,84,165.3791,94,1.0008,0.9992,0.9817,00228-2127-10_PART_1_OF_1_CHAL10_SF_5321A9ED.jpg
11026,154.4221,16.8784,118,103,199,191.9791,95.9937,193.4259,95.941,390.2325,132,37,119,118,118.7131,118.2577,18.3877,0.9099,120.1541,1702658,156,-0.5773,0.1452,100,1702658,136,118,22.5098,118,1.0039,0.9962,0.9864,00228-2128-10_PART_1_OF_1_CHAL10_SB_F6337B3B.jpg
10970,151.6106,15.432,118,84,188,191.9134,95.869,192.8197,95.8052,389.9899,133,37,118,118,118.2565,118.1114,152.3785,0.9064,119.6704,1663168,154,-0.7737,0.3837,100,1663168,151,52,131.9516,118,1.0012,0.9988,0.986,00228-2128-10_PART_1_OF_1_CHAL10_SF_F6337B3B.jpg
17072,164.9405,38.1704,118,13,208,191.9674,96.0829,192.7639,95.9657,486.6589,118,23,148,146,148.2058,146.666,179.7563,0.9058,149.3452,2815865,177,-2.5552,5.9062,100,2815865,118,107,7.6961,146,1.0105,0.9896,0.9886,00228-2550-06_PART_1_OF_1_CHAL10_SB_412320F9.jpg
16969,160.7114,38.6079,118,13,211,191.8924,96.2724,191.2266,95.286,485.4874,118,23,148,146,147.6051,146.3744,3.7619,0.9047,148.6607,2727111,173,-2.2671,4.4193,100,2727111,119,82,169.1436,146,1.0084,0.9917,0.9883,00228-2550-06_PART_1_OF_1_CHAL10_SF_412320F9.jpg
20216,168.0674,28.6916,118,8,210,191.9137,96.096,192.8695,95.7316,530.1148,111,16,161,160,160.8723,160.0015,176.8516,0.904,162.1635,3397650,175,-2.991,9.7733,100,3397650,117,127,23.245,160,1.0054,0.9946,0.9892,00228-2551-06_PART_1_OF_1_CHAL10_SB_6A233509.jpg
20351,162.8121,37.0979,118,8,216,191.879,96.3323,189.2142,96.1563,532.1148,111,16,162,160,161.6647,160.2805,179.1861,0.9032,162.7882,3313390,172,-2.4651,5.8289,100,3313390,111,89,174.3595,160,1.0086,0.9914,0.9891,00228-2551-06_PART_1_OF_1_CHAL10_SF_6A233509.jpg
13759,170.7305,17.4474,177,94,203,191.975,95.9379,192.1706,95.8425,436.0315,126,30,132,132,132.594,132.1214,179.9015,0.9094,133.9589,2349081,176,-2.3184,4.5425,100,2349081,133,128,30.0101,132,1.0036,0.9964,0.9877,00228-2633-06_PART_1_OF_1_CHAL10_SB_6C203671.jpg
13754,172.1737,18.3159,177,93,213,191.7018,96.0191,191.024,96.0115,436.2742,125,30,133,132,132.6563,132.0113,169.0643,0.9081,133.9627,2368077,177,-2.0707,3.9124,100,2368077,136,59,145.9541,132,1.0049,0.9951,0.9873,00228-2633-06_PART_1_OF_1_CHAL10_SF_6C203671.jpg
13780,157.1892,14.0921,162,100,197,191.9369,95.9747,192.2082,95.8459,436.86,125,30,133,132,132.7061,132.2112,3.6851,0.9073,133.9291,2166067,161,-1.707,2.9182,100,2166067,128,116,15.5928,132,1.0037,0.9963,0.9876,00228-2634-06_PART_1_OF_1_CHAL10_SB_9C204E42.jpg
13702,159.0765,15.2514,118,98,205,191.7895,95.9676,190.9988,95.9419,436.0315,126,30,132,132,132.3825,131.7842,167.3517,0.9056,133.7647,2179666,163,-1.423,2.3783,100,2179666,133,64,151.9023,132,1.0045,0.9955,0.9872,00228-2634-06_PART_1_OF_1_CHAL10_SF_9C204E42.jpg
17453,147.4692,12.6712,118,92,186,192.0657,95.7534,192.0072,95.1444,491.73,117,22,150,148,150.0752,148.0715,170.7271,0.907,151.1985,2573780,151,-1.1879,1.2448,100,2573780,117,85,172.781,148,1.0135,0.9866,0.9889,00228-2717-11_PART_1_OF_1_CHAL10_SB_56232B19.jpg
17342,147.2076,12.4576,118,86,181,191.8892,95.9796,191.5503,95.3286,490.9016,117,22,149,148,148.6802,148.5102,179.8756,0.9043,150.0966,2552875,150,-1.1719,1.4146,100,2552875,128,57,147.7923,148,1.0011,0.9989,0.9882,00228-2717-11_PART_1_OF_1_CHAL10_SF_56232B19.jpg
